20/10/2015,Snatch Pull,Legs,110,2
20/10/2015,Snatch Pull,Legs,110,2
20/10/2015,Snatch Pull,Legs,110,2
20/10/2015,Front Squat,Legs,80,3
20/10/2015,Front Squat,Legs,85,2
20/10/2015,Front Squat,Legs,85,2
20/10/2015,Front Squat,Legs,85,2
20/10/2015,Front Squat,Legs,85,3
20/10/2015,Hanging Leg Raise,Abs,1,5
20/10/2015,Hanging Leg Raise,Abs,1,10
20/10/2015,Hanging Leg Raise,Abs,1,10
20/10/2015,Hanging Leg Raise,Abs,1,10
22/10/2015,Jerk,Legs,70,2
22/10/2015,Jerk,Legs,76,2
22/10/2015,Push Press,Shoulders,60,2
22/10/2015,Jerk,Legs,76,2
22/10/2015,Jerk,Legs,76,2
22/10/2015,Jerk,Legs,76,2
22/10/2015,Push Press,Shoulders,66,2
22/10/2015,Push Press,Shoulders,66,2
22/10/2015,Push Press,Shoulders,66,2
22/10/2015,Push Press,Shoulders,66,2
22/10/2015,Overhead Squat Ohs,Legs,50,2
22/10/2015,Overhead Squat Ohs,Legs,54,2
22/10/2015,Overhead Squat Ohs,Legs,54,2
22/10/2015,Overhead Squat Ohs,Legs,54,2
22/10/2015,Overhead Squat Ohs,Legs,54,3
22/10/2015,Hanging Leg Raise,Abs,1,10
22/10/2015,Hanging Leg Raise,Abs,1,10
22/10/2015,Hanging Leg Raise,Abs,1,10
24/10/2015,Clean And Jerk Cnj,Legs,70,2
24/10/2015,Clean And Jerk Cnj,Legs,74,2
24/10/2015,Clean And Jerk Cnj,Legs,74,2
24/10/2015,Clean And Jerk Cnj,Legs,76,1
24/10/2015,Clean And Jerk Cnj,Legs,76,2
24/10/2015,Clean Pull,Legs,110,3
24/10/2015,Clean Pull,Legs,110,3
24/10/2015,Clean Pull,Legs,110,3
24/10/2015,Clean Pull,Legs,110,3
24/10/2015,Clean Pull,Legs,110,3
24/10/2015,Back Squat,Legs,80,5
24/10/2015,Back Squat,Legs,90,3
24/10/2015,Back Squat,Legs,100,1
24/10/2015,Back Squat,Legs,100,2
24/10/2015,Back Squat,Legs,100,2
24/10/2015,Back Squat,Legs,100,2
27/10/2015,Snatch,Legs,50,2
27/10/2015,Snatch,Legs,52,1
27/10/2015,Snatch,Legs,54,1
27/10/2015,Snatch,Legs,56,1
27/10/2015,Snatch,Legs,58,1
27/10/2015,Snatch,Legs,60,1
27/10/2015,Snatch,Legs,62,1
27/10/2015,Snatch,Legs,64,1
27/10/2015,Snatch Pull,Legs,90,2
27/10/2015,Snatch Pull,Legs,100,1
27/10/2015,Snatch Pull,Legs,110,1
27/10/2015,Snatch Pull,Legs,114,1
27/10/2015,Snatch Pull,Legs,114,1
27/10/2015,Front Squat,Legs,76,2
27/10/2015,Front Squat,Legs,80,1
27/10/2015,Front Squat,Legs,84,1
27/10/2015,Front Squat,Legs,88,1
27/10/2015,Front Squat,Legs,90,1
27/10/2015,Hanging Leg Raise,Abs,1,10
27/10/2015,Hanging Leg Raise,Abs,2,5
27/10/2015,Hanging Leg Raise,Abs,5,5
30/10/2015,Jerk,Legs,60,2
30/10/2015,Jerk,Legs,64,2
30/10/2015,Jerk,Legs,70,1
30/10/2015,Jerk,Legs,74,1
30/10/2015,Jerk,Legs,76,1
30/10/2015,Jerk,Legs,78,1
30/10/2015,Jerk,Legs,80,1
30/10/2015,Jerk,Legs,82,1
30/10/2015,Jerk,Legs,84,1
30/10/2015,Jerk,Legs,86,1
30/10/2015,Jerk,Legs,88,1
30/10/2015,Jerk,Legs,90,1
30/10/2015,Jerk,Legs,92,1
30/10/2015,Push Press,Shoulders,60,1
30/10/2015,Push Press,Shoulders,62,1
30/10/2015,Push Press,Shoulders,64,1
30/10/2015,Push Press,Shoulders,66,1
30/10/2015,Push Press,Shoulders,68,1
30/10/2015,Push Press,Shoulders,68,1
30/10/2015,Overhead Squat Ohs,Legs,50,1
30/10/2015,Overhead Squat Ohs,Legs,52,1
30/10/2015,Overhead Squat Ohs,Legs,54,1
30/10/2015,Overhead Squat Ohs,Legs,56,1
30/10/2015,Overhead Squat Ohs,Legs,58,1
30/10/2015,Overhead Squat Ohs,Legs,60,1
30/10/2015,Overhead Squat Ohs,Legs,62,1
30/10/2015,Overhead Squat Ohs,Legs,64,1
30/10/2015,Overhead Squat Ohs,Legs,64,1
31/10/2015,Clean And Jerk Cnj,Legs,60,1
31/10/2015,Clean And Jerk Cnj,Legs,64,1
31/10/2015,Clean And Jerk Cnj,Legs,66,1
31/10/2015,Clean And Jerk Cnj,Legs,68,1
31/10/2015,Clean And Jerk Cnj,Legs,70,1
31/10/2015,Clean And Jerk Cnj,Legs,72,1
31/10/2015,Clean And Jerk Cnj,Legs,74,1
31/10/2015,Clean And Jerk Cnj,Legs,76,1
31/10/2015,Clean And Jerk Cnj,Legs,78,1
31/10/2015,Clean And Jerk Cnj,Legs,80,1
31/10/2015,Clean And Jerk Cnj,Legs,82,1
31/10/2015,Clean And Jerk Cnj,Legs,84,1
31/10/2015,Clean And Jerk Cnj,Legs,86,1
31/10/2015,Clean And Jerk Cnj,Legs,60,1
31/10/2015,Clean Pull,Legs,100,1
31/10/2015,Clean Pull,Legs,104,1
31/10/2015,Clean Pull,Legs,110,1
31/10/2015,Clean Pull,Legs,114,1
31/10/2015,Clean Pull,Legs,120,1
31/10/2015,Clean Pull,Legs,124,1
31/10/2015,Back Squat,Legs,60,1
31/10/2015,Back Squat,Legs,80,1
31/10/2015,Back Squat,Legs,90,1
31/10/2015,Back Squat,Legs,96,1
31/10/2015,Back Squat,Legs,100,1
04/11/2015,Snatch,Legs,50,2
04/11/2015,Snatch,Legs,54,2
04/11/2015,Snatch,Legs,58,2
04/11/2015,Snatch,Legs,60,1
04/11/2015,Snatch,Legs,60,2
04/11/2015,Snatch,Legs,60,3
04/11/2015,Front Squat,Legs,70,3
04/11/2015,Front Squat,Legs,80,3
04/11/2015,Front Squat,Legs,90,3
04/11/2015,Front Squat,Legs,90,2
04/11/2015,Front Squat,Legs,90,3
04/11/2015,Hanging Leg Raise,Abs,1,10
04/11/2015,Hanging Leg Raise,Abs,1,10
04/11/2015,Hanging Leg Raise,Abs,1,10
06/11/2015,Clean And Jerk Cnj,Legs,70,1
06/11/2015,Clean And Jerk Cnj,Legs,70,2
06/11/2015,Clean And Jerk Cnj,Legs,74,2
06/11/2015,Clean And Jerk Cnj,Legs,74,3
06/11/2015,Clean And Jerk Cnj,Legs,76,1
06/11/2015,Clean And Jerk Cnj,Legs,76,1
06/11/2015,Clean And Jerk Cnj,Legs,76,2
06/11/2015,Clean And Jerk Cnj,Legs,76,3
06/11/2015,Back Squat,Legs,60,5
06/11/2015,Back Squat,Legs,90,4
06/11/2015,Back Squat,Legs,90,5
06/11/2015,Back Squat,Legs,90,5
06/11/2015,Ab Twister,Abs,1,10
06/11/2015,Ab Twister,Abs,5,10
06/11/2015,Ab Twister,Abs,5,10
10/11/2015,Snatch,Legs,50,2
10/11/2015,Snatch,Legs,50,2
10/11/2015,Snatch,Legs,54,3
10/11/2015,Snatch,Legs,58,1
10/11/2015,Snatch,Legs,58,3
10/11/2015,Snatch,Legs,60,3
10/11/2015,Snatch,Legs,60,3
10/11/2015,Snatch,Legs,60,3
10/11/2015,Snatch,Legs,60,3
10/11/2015,Snatch Pull,Legs,110,3
10/11/2015,Snatch Pull,Legs,110,3
10/11/2015,Snatch Pull,Legs,110,3
10/11/2015,Snatch Pull,Legs,110,3
10/11/2015,Front Squat,Legs,80,3
10/11/2015,Front Squat,Legs,90,1
10/11/2015,Front Squat,Legs,90,1
10/11/2015,Front Squat,Legs,84,2
10/11/2015,Front Squat,Legs,84,2
10/11/2015,Hanging Leg Raise,Abs,1,10
10/11/2015,Hanging Leg Raise,Abs,1,10
10/11/2015,Hanging Leg Raise,Abs,1,11
12/11/2015,Jerk,Legs,60,3
12/11/2015,Jerk,Legs,70,3
12/11/2015,Jerk,Legs,80,3
12/11/2015,Jerk,Legs,80,3
12/11/2015,Jerk,Legs,84,3
12/11/2015,Jerk,Legs,84,2
12/11/2015,Jerk,Legs,84,2
12/11/2015,Push Press,Shoulders,60,3
12/11/2015,Push Press,Shoulders,64,3
12/11/2015,Push Press,Shoulders,66,3
12/11/2015,Push Press,Shoulders,66,2
12/11/2015,Push Press,Shoulders,66,2
12/11/2015,Push Press,Shoulders,66,2
12/11/2015,Push Press,Shoulders,66,2
12/11/2015,Overhead Squat Ohs,Legs,50,2
12/11/2015,Overhead Squat Ohs,Legs,54,3
12/11/2015,Overhead Squat Ohs,Legs,56,3
12/11/2015,Overhead Squat Ohs,Legs,58,3
12/11/2015,Overhead Squat Ohs,Legs,60,3
12/11/2015,Overhead Squat Ohs,Legs,60,3
12/11/2015,Back Extension,Back,1,10
12/11/2015,Back Extension,Back,5,10
12/11/2015,Back Extension,Back,5,10
12/11/2015,Ab Twister,Abs,10,5
12/11/2015,Ab Twister,Abs,10,10
12/11/2015,Ab Twister,Abs,10,10
14/11/2015,Clean And Jerk Cnj,Legs,76,2
14/11/2015,Clean And Jerk Cnj,Legs,76,3
14/11/2015,Clean And Jerk Cnj,Legs,80,2
14/11/2015,Clean And Jerk Cnj,Legs,80,3
14/11/2015,Clean And Jerk Cnj,Legs,80,1
14/11/2015,Clean And Jerk Cnj,Legs,80,1
14/11/2015,Clean Pull,Legs,110,3
14/11/2015,Clean Pull,Legs,110,3
14/11/2015,Clean Pull,Legs,110,3
14/11/2015,Clean Pull,Legs,110,3
14/11/2015,Clean Pull,Legs,110,3
14/11/2015,Back Squat,Legs,70,5
14/11/2015,Back Squat,Legs,80,4
14/11/2015,Back Squat,Legs,80,5
14/11/2015,Back Squat,Legs,80,5
14/11/2015,Back Squat,Legs,80,4
14/11/2015,Back Squat,Legs,80,5
14/11/2015,Tommys,Abs,15,10
14/11/2015,Tommys,Abs,15,8
14/11/2015,Tommys,Abs,15,7
17/11/2015,Snatch,Legs,50,2
17/11/2015,Snatch,Legs,54,2
17/11/2015,Snatch,Legs,58,2
17/11/2015,Snatch,Legs,60,2
17/11/2015,Snatch,Legs,64,1
17/11/2015,Snatch,Legs,64,1
17/11/2015,Snatch,Legs,64,2
17/11/2015,Snatch,Legs,64,1
17/11/2015,Snatch,Legs,64,2
17/11/2015,Snatch Pull,Legs,100,2
17/11/2015,Snatch Pull,Legs,100,2
17/11/2015,Snatch Pull,Legs,100,2
17/11/2015,Snatch Pull,Legs,100,2
17/11/2015,Snatch Pull,Legs,100,2
17/11/2015,Front Squat,Legs,70,2
17/11/2015,Front Squat,Legs,80,2
17/11/2015,Front Squat,Legs,84,2
17/11/2015,Front Squat,Legs,88,2
17/11/2015,Front Squat,Legs,90,1
17/11/2015,Front Squat,Legs,90,1
17/11/2015,Hanging Leg Raise,Abs,1,12
17/11/2015,Hanging Leg Raise,Abs,1,10
17/11/2015,Hanging Leg Raise,Abs,1,10
17/11/2015,Back Extension,Back,5,15
17/11/2015,Back Extension,Back,5,15
19/11/2015,Jerk,Legs,60,2
19/11/2015,Jerk,Legs,70,2
19/11/2015,Jerk,Legs,80,2
19/11/2015,Jerk,Legs,84,2
19/11/2015,Jerk,Legs,86,2
19/11/2015,Jerk,Legs,88,2
19/11/2015,Jerk,Legs,88,1
19/11/2015,Jerk,Legs,88,2
19/11/2015,Push Press,Shoulders,64,2
19/11/2015,Push Press,Shoulders,60,2
19/11/2015,Push Press,Shoulders,60,2
19/11/2015,Push Press,Shoulders,60,2
19/11/2015,Push Press,Shoulders,64,2
19/11/2015,Overhead Squat Ohs,Legs,50,2
19/11/2015,Russian Twist,Abs,10,20
19/11/2015,Russian Twist,Abs,10,20
19/11/2015,Back Extension,Back,5,20
19/11/2015,Back Extension,Back,5,15
21/11/2015,Clean And Jerk Cnj,Legs,78,2
21/11/2015,Clean And Jerk Cnj,Legs,80,2
21/11/2015,Clean And Jerk Cnj,Legs,82,2
21/11/2015,Clean And Jerk Cnj,Legs,82,1
21/11/2015,Clean And Jerk Cnj,Legs,82,2
21/11/2015,Clean And Jerk Cnj,Legs,82,2
21/11/2015,Clean And Jerk Cnj,Legs,84,2
21/11/2015,Clean Pull,Legs,100,2
21/11/2015,Clean Pull,Legs,100,2
21/11/2015,Clean Pull,Legs,100,2
21/11/2015,Clean Pull,Legs,100,2
21/11/2015,Clean Pull,Legs,100,2
21/11/2015,Back Squat,Legs,80,3
21/11/2015,Back Squat,Legs,90,3
21/11/2015,Back Squat,Legs,94,3
21/11/2015,Back Squat,Legs,94,2
21/11/2015,Back Squat,Legs,94,2
21/11/2015,Back Squat,Legs,94,3
21/11/2015,Tommys,Abs,15,10
21/11/2015,Tommys,Abs,15,10
21/11/2015,Tommys,Abs,15,10
24/11/2015,Snatch,Legs,50,3
24/11/2015,Snatch,Legs,54,1
24/11/2015,Snatch,Legs,58,1
24/11/2015,Snatch,Legs,60,1
24/11/2015,Snatch,Legs,62,1
24/11/2015,Snatch,Legs,64,1
24/11/2015,Snatch,Legs,66,1
24/11/2015,Snatch,Legs,68,1
24/11/2015,Snatch,Legs,70,1
24/11/2015,Snatch,Legs,70,1
24/11/2015,Snatch Pull,Legs,100,1
24/11/2015,Snatch Pull,Legs,100,1
24/11/2015,Snatch Pull,Legs,100,1
24/11/2015,Snatch Pull,Legs,100,1
24/11/2015,Snatch Pull,Legs,100,1
24/11/2015,Front Squat,Legs,70,1
24/11/2015,Front Squat,Legs,74,1
24/11/2015,Front Squat,Legs,78,1
24/11/2015,Front Squat,Legs,80,1
24/11/2015,Front Squat,Legs,84,1
24/11/2015,Front Squat,Legs,88,1
24/11/2015,Front Squat,Legs,90,1
24/11/2015,Front Squat,Legs,92,1
24/11/2015,Front Squat,Legs,94,1
27/11/2015,Jerk,Legs,70,2
27/11/2015,Jerk,Legs,80,2
27/11/2015,Jerk,Legs,84,2
27/11/2015,Jerk,Legs,88,1
27/11/2015,Jerk,Legs,90,1
27/11/2015,Push Press,Shoulders,60,1
27/11/2015,Push Press,Shoulders,62,1
27/11/2015,Push Press,Shoulders,64,1
27/11/2015,Push Press,Shoulders,66,1
27/11/2015,Push Press,Shoulders,68,1
27/11/2015,Overhead Squat Ohs,Legs,60,1
27/11/2015,Overhead Squat Ohs,Legs,62,1
27/11/2015,Overhead Squat Ohs,Legs,64,1
27/11/2015,Overhead Squat Ohs,Legs,66,1
27/11/2015,Russian Twist,Abs,15,30
04/02/2016,Snatch,Legs,40,5
04/02/2016,Snatch,Legs,40,5
04/02/2016,Snatch,Legs,50,4
04/02/2016,Snatch,Legs,50,3
04/02/2016,Snatch,Legs,60,2
04/02/2016,Snatch,Legs,60,3
04/02/2016,Clean And Jerk Cnj,Legs,60,3
04/02/2016,Clean And Jerk Cnj,Legs,70,3
04/02/2016,Clean And Jerk Cnj,Legs,74,3
04/02/2016,Pull Up,Back,1,4
04/02/2016,Pull Up,Back,1,5
04/02/2016,Pull Up,Back,1,5
04/02/2016,Russian Twist,Abs,15,30
06/02/2016,Snatch,Legs,40,3
06/02/2016,Snatch,Legs,50,2
06/02/2016,Snatch,Legs,56,1
06/02/2016,Snatch,Legs,60,1
06/02/2016,Snatch,Legs,60,1
06/02/2016,Snatch,Legs,60,1
06/02/2016,Snatch,Legs,62,1
06/02/2016,Snatch,Legs,64,1
06/02/2016,Clean And Jerk Cnj,Legs,64,3
06/02/2016,Clean And Jerk Cnj,Legs,68,2
06/02/2016,Clean And Jerk Cnj,Legs,70,1
06/02/2016,Clean And Jerk Cnj,Legs,74,1
06/02/2016,Clean And Jerk Cnj,Legs,76,1
06/02/2016,Clean And Jerk Cnj,Legs,78,1
06/02/2016,Clean And Jerk Cnj,Legs,80,1
06/02/2016,Clean And Jerk Cnj,Legs,80,1
06/02/2016,Pull Up,Back,1,5
06/02/2016,Pull Up,Back,1,5
06/02/2016,Pull Up,Back,1,4
06/02/2016,Back Extension,Back,1,30
06/02/2016,Scissors,Abs,1,30
06/02/2016,Ab-Wheel Rollout,Abs,1,5
10/02/2016,Tall Snatch,Shoulders,20,3
10/02/2016,Tall Snatch,Shoulders,20,3
10/02/2016,Tall Snatch,Shoulders,20,3
10/02/2016,Snatch,Legs,54,3
10/02/2016,Snatch,Legs,54,3
10/02/2016,Snatch,Legs,54,3
10/02/2016,Snatch,Legs,54,3
10/02/2016,Snatch,Legs,54,3
10/02/2016,Clean And Jerk Cnj,Legs,68,3
10/02/2016,Clean And Jerk Cnj,Legs,68,3
10/02/2016,Clean And Jerk Cnj,Legs,68,3
10/02/2016,Clean And Jerk Cnj,Legs,68,3
10/02/2016,Clean And Jerk Cnj,Legs,68,3
10/02/2016,Back Squat,Legs,90,3
10/02/2016,Back Squat,Legs,90,3
10/02/2016,Back Squat,Legs,90,3
10/02/2016,Back Squat,Legs,90,3
10/02/2016,Back Squat,Legs,90,3
10/02/2016,Snatch Deadlift,Legs,90,3
10/02/2016,Snatch Deadlift,Legs,90,3
10/02/2016,Snatch Deadlift,Legs,90,3
11/02/2016,Press In Snatch,Shoulders,20,5
11/02/2016,Press In Snatch,Shoulders,24,4
11/02/2016,Press In Snatch,Shoulders,28,3
11/02/2016,Power Snatch,Back,50,3
11/02/2016,Power Snatch,Back,50,3
11/02/2016,Power Snatch,Back,50,3
11/02/2016,Power Snatch,Back,50,3
11/02/2016,Power Snatch,Back,50,3
11/02/2016,Push Press,Shoulders,50,5
11/02/2016,Push Press,Shoulders,50,5
11/02/2016,Push Press,Shoulders,50,5
11/02/2016,Push Press,Shoulders,50,5
11/02/2016,Push Press,Shoulders,50,5
11/02/2016,Snatch Pull,Legs,100,3
11/02/2016,Snatch Pull,Legs,100,3
11/02/2016,Snatch Pull,Legs,100,3
11/02/2016,Snatch Pull,Legs,100,3
11/02/2016,Snatch Pull,Legs,100,3
11/02/2016,Back Extension,Back,1,15
11/02/2016,Back Extension,Back,1,15
11/02/2016,Back Extension,Back,1,15
11/02/2016,Standing Plate Twist,Abs,10,15
11/02/2016,Standing Plate Twist,Abs,10,15
11/02/2016,Standing Plate Twist,Abs,10,15
11/02/2016,Plank,Abs,1,60
11/02/2016,Plank,Abs,1,60
13/02/2016,Tall Clean,Legs,20,3
13/02/2016,Tall Clean,Legs,30,3
13/02/2016,Tall Clean,Legs,40,3
13/02/2016,Clean,Legs,70,3
13/02/2016,Clean,Legs,70,3
13/02/2016,Clean,Legs,70,3
13/02/2016,Clean,Legs,70,3
13/02/2016,Clean,Legs,70,3
13/02/2016,Power Jerk,Shoulders,70,3
13/02/2016,Power Jerk,Shoulders,70,3
13/02/2016,Power Jerk,Shoulders,70,3
13/02/2016,Power Jerk,Shoulders,70,3
13/02/2016,Power Jerk,Shoulders,70,3
13/02/2016,Front Squat,Legs,70,2
13/02/2016,Front Squat,Legs,70,2
13/02/2016,Front Squat,Legs,70,2
13/02/2016,Front Squat,Legs,70,2
13/02/2016,Front Squat,Legs,70,2
13/02/2016,Clean Deadlift,Shoulders,110,3
13/02/2016,Clean Deadlift,Shoulders,110,3
13/02/2016,Clean Deadlift,Shoulders,110,3
13/02/2016,Back Extension,Back,5,10
13/02/2016,Back Extension,Back,5,10
13/02/2016,Back Extension,Back,5,10
13/02/2016,Sit Up,Abs,10,10
13/02/2016,Sit Up,Abs,10,10
13/02/2016,Sit Up,Abs,10,10
13/02/2016,Sit Up,Abs,10,10
14/02/2016,Power Clean,Legs,70,3
14/02/2016,Power Clean,Legs,70,3
14/02/2016,Power Clean,Legs,70,3
14/02/2016,Power Clean,Legs,70,3
14/02/2016,Power Clean,Legs,70,3
14/02/2016,Overhead Squat Ohs,Legs,60,2
14/02/2016,Overhead Squat Ohs,Legs,60,2
14/02/2016,Overhead Squat Ohs,Legs,60,2
14/02/2016,Overhead Squat Ohs,Legs,60,2
14/02/2016,Overhead Squat Ohs,Legs,60,2
14/02/2016,Snatch Push Press,Shoulders,60,5
14/02/2016,Snatch Push Press,Shoulders,60,5
14/02/2016,Snatch Push Press,Shoulders,60,5
14/02/2016,Snatch Push Press,Shoulders,60,4
14/02/2016,Snatch Push Press,Shoulders,60,5
14/02/2016,Clean Pull,Legs,110,3
14/02/2016,Clean Pull,Legs,110,3
14/02/2016,Clean Pull,Legs,110,3
14/02/2016,Clean Pull,Legs,110,3
14/02/2016,Clean Pull,Legs,110,3
14/02/2016,Back Extension,Back,1,15
14/02/2016,Back Extension,Back,1,15
14/02/2016,Back Extension,Back,1,15
14/02/2016,Russian Twist,Abs,20,15
14/02/2016,Russian Twist,Abs,20,15
14/02/2016,Russian Twist,Abs,20,15
16/02/2016,Snatch,Legs,40,3
16/02/2016,Snatch,Legs,50,2
16/02/2016,Snatch,Legs,54,1
16/02/2016,Snatch,Legs,58,1
16/02/2016,Snatch,Legs,60,1
16/02/2016,Snatch,Legs,64,1
16/02/2016,Snatch,Legs,66,1
16/02/2016,Snatch,Legs,68,1
16/02/2016,Snatch,Legs,70,1
16/02/2016,Clean And Jerk Cnj,Legs,60,1
16/02/2016,Clean And Jerk Cnj,Legs,64,1
16/02/2016,Clean And Jerk Cnj,Legs,68,1
16/02/2016,Clean And Jerk Cnj,Legs,70,1
16/02/2016,Clean And Jerk Cnj,Legs,74,1
16/02/2016,Clean And Jerk Cnj,Legs,78,1
16/02/2016,Clean And Jerk Cnj,Legs,80,1
16/02/2016,Clean And Jerk Cnj,Legs,84,1
16/02/2016,Back Squat,Legs,90,3
16/02/2016,Back Squat,Legs,90,3
16/02/2016,Back Squat,Legs,90,3
16/02/2016,Back Squat,Legs,92,3
16/02/2016,Back Squat,Legs,92,3
16/02/2016,Clean Lift Off,Legs,92,3
16/02/2016,Clean Lift Off,Legs,92,3
16/02/2016,Clean Lift Off,Legs,92,3
19/02/2016,Snatch,Legs,60,3
19/02/2016,Snatch,Legs,60,3
19/02/2016,Snatch,Legs,64,3
19/02/2016,Snatch,Legs,64,3
19/02/2016,Snatch,Legs,64,3
19/02/2016,Jerk,Legs,80,3
19/02/2016,Jerk,Legs,80,3
19/02/2016,Jerk,Legs,84,2
19/02/2016,Jerk,Legs,84,2
19/02/2016,Jerk,Legs,84,2
19/02/2016,Front Squat,Legs,80,2
19/02/2016,Front Squat,Legs,80,2
19/02/2016,Front Squat,Legs,80,2
19/02/2016,Front Squat,Legs,80,2
19/02/2016,Front Squat,Legs,80,2
