Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2016-03-04,Crossover,Abs,1.0,25,,,,""
2016-03-04,Crossover,Abs,1.0,25,,,,""
2016-03-05,Tall Snatch,Shoulders,20.0,3,,,,""
2016-03-05,Tall Snatch,Shoulders,24.0,3,,,,""
2016-03-05,Tall Snatch,Shoulders,30.0,3,,,,""
2016-03-05,Snatch,Legs,60.0,3,,,,""
2016-03-05,Snatch,Legs,64.0,2,,,,""
2016-03-05,Snatch,Legs,66.0,2,,,,""
2016-03-05,Snatch,Legs,68.0,1,,,,""
2016-03-05,Snatch,Legs,68.0,1,,,,""
2016-03-05,Snatch,Legs,68.0,1,,,,""
2016-03-05,Jerk,Legs,80.0,3,,,,""
2016-03-05,Jerk,Legs,82.0,2,,,,""
2016-03-05,Jerk,Legs,84.0,2,,,,""
2016-03-05,Jerk,Legs,88.0,1,,,,""
2016-03-05,Jerk,Legs,88.0,1,,,,""
2016-03-05,Jerk,Legs,88.0,1,,,,""
2016-03-05,Front Squat,Legs,94.0,2,,,,""
2016-03-05,Front Squat,Legs,94.0,2,,,,""
2016-03-05,Front Squat,Legs,94.0,2,,,,""
2016-03-05,Front Squat,Legs,94.0,2,,,,""
2016-03-05,Front Squat,Legs,94.0,2,,,,""
2016-03-05,Back Extension,Back,15.0,10,,,,""
2016-03-05,Back Extension,Back,15.0,10,,,,""
2016-03-05,Back Extension,Back,15.0,10,,,,""
2016-03-05,Hanging Leg Raise,Abs,1.0,15,,,,""
2016-03-05,Hanging Leg Raise,Abs,1.0,15,,,,""
2016-03-05,Hanging Leg Raise,Abs,1.0,15,,,,""
2016-03-05,Crossover,Abs,1.0,25,,,,""
2016-03-05,Crossover,Abs,1.0,25,,,,""
2016-03-08,Press In Snatch,Shoulders,24.0,5,,,,""
2016-03-08,Press In Snatch,Shoulders,30.0,4,,,,""
2016-03-08,Press In Snatch,Shoulders,32.0,3,,,,""
2016-03-08,Power Snatch,Back,54.0,3,,,,""
2016-03-08,Power Snatch,Back,58.0,2,,,,""
2016-03-08,Power Snatch,Back,60.0,2,,,,""
2016-03-08,Power Snatch,Back,62.0,1,,,,""
2016-03-08,Power Snatch,Back,62.0,1,,,,""
2016-03-08,Power Snatch,Back,62.0,1,,,,""
2016-03-08,Push Press,Shoulders,62.0,5,,,,""
2016-03-08,Push Press,Shoulders,64.0,5,,,,""
2016-03-08,Push Press,Shoulders,66.0,5,,,,""
2016-03-08,Push Press,Shoulders,66.0,5,,,,""
2016-03-08,High Pull,Legs,70.0,3,,,,""
2016-03-08,High Pull,Legs,74.0,3,,,,""
2016-03-08,High Pull,Legs,78.0,3,,,,""
2016-03-08,High Pull,Legs,80.0,3,,,,""
2016-03-08,High Pull,Legs,76.0,3,,,,""
2016-03-08,Back Extension,Back,1.0,15,,,,""
2016-03-08,Back Extension,Back,1.0,15,,,,""
2016-03-08,Back Extension,Back,1.0,15,,,,""
2016-03-08,Standing Plate Twist,Abs,20.0,15,,,,""
2016-03-08,Standing Plate Twist,Abs,20.0,15,,,,""
2016-03-08,Standing Plate Twist,Abs,20.0,15,,,,""
2016-03-08,Plank,Abs,1.0,60,,,,""
2016-03-08,Plank,Abs,1.0,60,,,,""
2016-03-09,Tall Clean,Legs,20.0,3,,,,""
2016-03-09,Tall Clean,Legs,20.0,3,,,,""
2016-03-09,Tall Clean,Legs,20.0,3,,,,""
2016-03-09,Clean,Legs,80.0,3,,,,""
2016-03-09,Clean,Legs,84.0,2,,,,""
2016-03-09,Clean,Legs,88.0,2,,,,""
2016-03-09,Clean,Legs,90.0,1,,,,""
2016-03-09,Clean,Legs,90.0,1,,,,""
2016-03-09,Clean,Legs,90.0,1,,,,""
2016-03-09,Power Jerk,Shoulders,72.0,3,,,,""
2016-03-09,Power Jerk,Shoulders,76.0,2,,,,""
2016-03-09,Power Jerk,Shoulders,80.0,2,,,,""
2016-03-09,Power Jerk,Shoulders,82.0,1,,,,""
2016-03-09,Power Jerk,Shoulders,82.0,1,,,,""
2016-03-09,Power Jerk,Shoulders,82.0,1,,,,""
2016-03-09,Back Squat,Legs,104.0,2,,,,""
2016-03-09,Back Squat,Legs,104.0,2,,,,""
2016-03-09,Back Squat,Legs,104.0,2,,,,""
2016-03-09,Plank,Abs,10.0,20,,,,""
2016-03-09,Plank,Abs,10.0,20,,,,""
2016-03-09,Plank,Abs,10.0,30,,,,""
2016-03-09,Plank,Abs,10.0,30,,,,""
2016-03-11,Press In Clean,Shoulders,20.0,5,,,,""
2016-03-11,Press In Clean,Shoulders,24.0,4,,,,""
2016-03-11,Press In Clean,Shoulders,26.0,3,,,,""
2016-03-11,Power Clean,Legs,60.0,3,,,,""
2016-03-11,Power Clean,Legs,64.0,2,,,,""
2016-03-11,Power Clean,Legs,68.0,2,,,,""
2016-03-11,Power Clean,Legs,72.0,1,,,,""
2016-03-11,Power Clean,Legs,72.0,1,,,,""
2016-03-11,Power Clean,Legs,72.0,1,,,,""
2016-03-11,Overhead Squat Ohs,Legs,60.0,3,,,,""
2016-03-11,Overhead Squat Ohs,Legs,62.0,2,,,,""
2016-03-11,Overhead Squat Ohs,Legs,64.0,2,,,,""
2016-03-11,Overhead Squat Ohs,Legs,66.0,1,,,,""
2016-03-11,Overhead Squat Ohs,Legs,66.0,1,,,,""
2016-03-11,Overhead Squat Ohs,Legs,66.0,1,,,,""
2016-03-11,Snatch Push Press,Shoulders,60.0,5,,,,""
2016-03-11,Snatch Push Press,Shoulders,62.0,5,,,,""
2016-03-11,Snatch Push Press,Shoulders,64.0,5,,,,""
2016-03-11,Snatch Push Press,Shoulders,64.0,5,,,,""
2016-03-11,Snatch Push Press,Shoulders,64.0,5,,,,""
2016-03-11,Clean Pull,Legs,90.0,3,,,,""
2016-03-11,Clean Pull,Legs,94.0,3,,,,""
2016-03-11,Clean Pull,Legs,100.0,3,,,,""
2016-03-11,Clean Pull,Legs,104.0,3,,,,""
2016-03-11,Clean Pull,Legs,94.0,3,,,,""
2016-03-11,Back Extension,Back,1.0,15,,,,""
2016-03-11,Back Extension,Back,1.0,15,,,,""
2016-03-11,Back Extension,Back,1.0,15,,,,""
2016-03-11,Plank,Abs,10.0,30,,,,""
2016-03-11,Plank,Abs,10.0,30,,,,""
2016-03-11,Plank,Abs,10.0,30,,,,""
2016-03-11,Plank,Abs,10.0,30,,,,""
2016-03-11,Russian Twist,Abs,10.0,15,,,,""
2016-03-11,Russian Twist,Abs,10.0,15,,,,""
2016-03-11,Russian Twist,Abs,10.0,15,,,,""
2016-03-12,Muscle Snatch,Shoulders,20.0,5,,,,""
2016-03-12,Muscle Snatch,Shoulders,30.0,4,,,,""
2016-03-12,Muscle Snatch,Shoulders,40.0,3,,,,""
2016-03-12,Snatch,Legs,40.0,1,,,,""
2016-03-12,Snatch,Legs,44.0,1,,,,""
2016-03-12,Snatch,Legs,50.0,1,,,,""
2016-03-12,Snatch,Legs,54.0,1,,,,""
2016-03-12,Snatch,Legs,58.0,1,,,,""
2016-03-12,Snatch,Legs,64.0,1,,,,""
2016-03-12,Snatch,Legs,68.0,1,,,,""
2016-03-12,Snatch,Legs,72.0,1,,,,""
2016-03-12,Clean And Jerk Cnj,Legs,70.0,1,,,,""
2016-03-12,Clean And Jerk Cnj,Legs,70.0,1,,,,""
2016-03-12,Clean And Jerk Cnj,Legs,74.0,1,,,,""
2016-03-12,Clean And Jerk Cnj,Legs,78.0,1,,,,""
2016-03-12,Clean And Jerk Cnj,Legs,84.0,1,,,,""
2016-03-12,Clean And Jerk Cnj,Legs,88.0,1,,,,""
2016-03-12,Clean And Jerk Cnj,Legs,90.0,1,,,,""
2016-03-12,Clean And Jerk Cnj,Legs,92.0,1,,,,""
2016-03-12,Front Squat,Legs,96.0,2,,,,""
2016-03-12,Front Squat,Legs,96.0,2,,,,""
2016-03-12,Front Squat,Legs,96.0,2,,,,""
2016-03-12,Front Squat,Legs,96.0,2,,,,""
2016-03-12,Front Squat,Legs,96.0,2,,,,""
2016-03-12,Snatch Lift Off,Back,96.0,3,,,,""
2016-03-12,Snatch Lift Off,Back,100.0,3,,,,""
2016-03-12,Snatch Lift Off,Back,100.0,3,,,,""
2016-03-12,Back Extension,Back,15.0,10,,,,""
2016-03-12,Back Extension,Back,15.0,10,,,,""
2016-03-12,Back Extension,Back,15.0,10,,,,""
2016-03-12,Hanging Leg Raise,Abs,1.0,16,,,,""
2016-03-12,Hanging Leg Raise,Abs,1.0,17,,,,""
2016-03-12,Hanging Leg Raise,Abs,1.0,14,,,,""
2016-03-12,Hanging Leg Raise,Abs,1.0,11,,,,""
2016-03-12,Crossover,Abs,1.0,25,,,,""
2016-03-12,Crossover,Abs,1.0,30,,,,""
2016-03-12,Crossover,Abs,1.0,30,,,,""
